title,country,genres,language,writer_count,title_adaption,censor_rating,release_date,runtime,dvd_release_date,users_votes,comments,likes,overall_views,dislikes,ratings_imdb,ratings_tomatoes,ratings_metacritic,special_award,awards_win,awards_nomination,revenue_category
"Last Mistress, The ","France, Italy","Drama, Romance",French,2.0,True,Unrated,18-Jul-08,114 min,01-Mar-09,"3,186",13.0,67.0,38180.0,3.0,6.3/10,77%,78/100,0,0,2,Low
Inception ,"USA, UK","Action, Adventure, Sci-Fi, Thriller","English, Japanese, French",1.0,False,PG-13,16-Jul-10,148 min,07-Dec-10,"18,40,057",453.0,2033.0,2134310.0,78.0,8.8/10,86%,74/100,1,152,204,High
Gett: The Trial of Viviane Amsalem ,"Israel, France, Germany",Drama,"Hebrew, French, Arabic",2.0,False,Not Rated,25-Jun-14,115 min,15-Jun-15,"5,449",5.0,49.0,8811.0,4.0,7.7/10,100%,90/100,1,15,16,Low
"Dukes of Hazzard, The ",USA,"Adventure, Comedy",English,4.0,True,PG-13,05-Aug-05,104 min,06-Dec-05,"72,504",27.0,431.0,320774.0,23.0,5.1/10,14%,33/100,0,5,14,High
My Best Friend ,France,Comedy,French,3.0,False,PG-13,03-Aug-07,94 min,16-Oct-07,"5,839",5.0,82.0,57365.0,0.0,6.7/10,75%,65/100,0,2,1,Low
Polisse ,France,"Crime, Drama","French, Italian, Romanian, Arabic",2.0,True,Not Rated,19-Oct-11,127 min,30-Oct-12,"12,436",,,,,7.3/10,87%,74/100,0,7,22,Low
"Internet's Own Boy: The Story of Aaron Swartz, The ",USA,"Documentary, Biography, Crime",English,1.0,False,Not Rated,27-Jun-14,105 min,20-Jan-15,"14,367",8.0,188.0,66235.0,7.0,8.1/10,93%,72/100,0,4,3,Low
"I Love You, I Love You ",France,"Drama, Sci-Fi","French, Dutch, English",1.0,False,,24-Apr-68,91 min,,"2,141",8.0,190.0,77787.0,6.0,7.3/10,86%,0,0,2,0,Low
Play the Game ,USA,"Comedy, Romance",English,1.0,False,PG-13,28-Aug-09,105 min,29-Jan-10,"2,485",6.0,157.0,,16.0,6.5/10,28%,35/100,0,3,0,Low
Pride & Prejudice ,"France, UK, USA","Drama, Romance",English,2.0,True,PG,23-Nov-05,129 min,28-Feb-06,"2,30,583",226.0,1239.0,702524.0,41.0,7.8/10,86%,82/100,1,13,54,High
All Good Things ,USA,"Crime, Drama, Mystery, Romance, Thriller",English,2.0,False,R,09-Dec-10,101 min,29-Mar-11,"49,739",,,,,6.3/10,34%,57/100,0,0,1,Low
Transformers: Dark of the Moon ,USA,"Action, Adventure, Sci-Fi",English,1.0,False,PG-13,29-Jun-11,154 min,30-Sep-11,"3,65,549",23452.0,108044.0,53043062.0,6108.0,6.3/10,35%,42/100,1,10,39,High
"Descent, The ",UK,"Adventure, Horror, Thriller",English,1.0,False,R,04-Aug-06,99 min,26-Dec-06,"1,84,443",3.0,23.0,48230.0,4.0,7.2/10,85%,71/100,0,8,18,High
Getaway ,"USA, Bulgaria","Action, Crime, Thriller",English,2.0,False,PG-13,30-Aug-13,90 min,26-Nov-13,"22,100",1388.0,4413.0,1246512.0,388.0,4.4/10,2%,22/100,0,0,2,High
To Be Takei ,USA,"Documentary, Biography",English,,False,Not Rated,22-Aug-14,94 min,07-Oct-14,"1,410",33.0,631.0,117426.0,21.0,6.9/10,91%,66/100,0,0,1,Low
"Possession, The ","USA, Canada","Horror, Mystery, Thriller",English,3.0,False,PG-13,31-Aug-12,92 min,15-Jan-13,"53,575",1.0,31.0,45577.0,2.0,5.9/10,40%,45/100,0,0,6,High
White Elephant ,"Argentina, Spain, France",Drama,"Spanish, Tupi, French",4.0,False,Not Rated,17-May-12,105 min,,"4,364",0.0,16.0,18677.0,1.0,6.5/10,100%,67/100,0,0,6,Low
"Special Relationship, The ","UK, USA","Biography, Drama, History","English, French",1.0,False,PG-13,29-May-10,93 min,30-Nov-10,"4,004",84.0,153.0,199879.0,19.0,6.8/10,86%,0,1,2,22,Low
Nanny McPhee ,"USA, UK, France","Comedy, Family, Fantasy",English,2.0,True,PG,27-Jan-06,97 min,09-May-06,"61,649",3.0,24.0,34563.0,4.0,6.6/10,73%,59/100,0,3,4,High
Bamboozled ,USA,"Comedy, Drama, Music",English,1.0,False,R,20-Oct-00,135 min,17-Apr-01,"9,498",14.0,69.0,31013.0,8.0,6.5/10,48%,50/100,0,1,10,Low
Reign of Fire ,"USA, UK, Ireland","Action, Adventure, Fantasy, Thriller",English,5.0,True,PG-13,12-Jul-02,101 min,19-Nov-02,"1,19,686",553.0,1754.0,1689583.0,116.0,6.2/10,42%,39/100,0,1,3,High
Kiss of the Damned ,USA,"Drama, Horror, Romance",English,1.0,False,R,28-Mar-13,97 min,23-Jul-13,"4,288",0.0,6.0,4746.0,0.0,5.6/10,59%,48/100,0,1,6,Low
"Life of David Gale, The ","USA, Germany, UK, Spain","Crime, Drama, Thriller","English, Spanish",1.0,False,R,21-Feb-03,130 min,22-Jul-03,"1,01,548",206.0,1259.0,1203202.0,68.0,7.6/10,19%,31/100,0,0,3,High
"Game of Their Lives, The ",USA,"Drama, History, Sport","English, Spanish",2.0,True,PG,22-Apr-05,101 min,12-Sep-06,"2,932",50.0,112.0,128124.0,5.0,6.2/10,26%,47/100,0,0,0,Low
Nobel Son ,USA,"Comedy, Crime, Drama, Thriller",English,2.0,False,R,05-Dec-08,110 min,10-Mar-09,"5,387",,,,,6.3/10,25%,28/100,0,0,0,Low
Step Up ,USA,"Crime, Drama, Music, Romance",English,3.0,True,PG-13,11-Aug-06,104 min,19-Dec-06,"1,04,390",29.0,411.0,579968.0,35.0,6.6/10,20%,48/100,0,1,3,High
Billu ,India,"Comedy, Drama","Hindi, Awadhi",4.0,True,Not Rated,13-Feb-09,137 min,17-Nov-09,"9,265",4.0,38.0,88380.0,7.0,6.2/10,60%,0,0,0,0,Low
The Emperor's Club ,USA,Drama,English,2.0,True,PG-13,22-Nov-02,109 min,06-May-03,"15,768",71.0,409.0,228209.0,20.0,6.9/10,50%,49/100,0,0,2,High
Martian Child ,USA,"Comedy, Drama, Family",English,3.0,True,PG,02-Nov-07,106 min,13-Feb-08,"19,094",134.0,545.0,456308.0,28.0,6.8/10,34%,48/100,0,0,2,High
Cop Out ,USA,"Action, Comedy, Crime, Thriller","English, Spanish",2.0,False,R,26-Feb-10,107 min,20-Jul-10,"81,638",100.0,1982.0,749384.0,128.0,5.6/10,18%,31/100,0,0,1,High
Blue Crush ,"USA, Germany","Drama, Romance, Sport",English,4.0,True,PG-13,16-Aug-02,104 min,27-Aug-02,"28,534",129.0,410.0,588571.0,26.0,5.7/10,36%,61/100,0,1,7,Low
"Astronaut Farmer, The ",USA,"Adventure, Drama, Sci-Fi","English, Spanish",2.0,False,PG,23-Feb-07,104 min,10-Jul-07,"21,307",59.0,314.0,261283.0,26.0,6.3/10,58%,55/100,0,0,0,High
CQ ,"USA, Luxembourg, France, Italy","Drama, Comedy, Sci-Fi","English, French, Italian",1.0,False,R,31-May-02,88 min,10-Sep-02,"4,428",4.0,61.0,18618.0,3.0,6.3/10,66%,56/100,0,0,1,Low
State Property ,USA,"Drama, Crime, Action",English,2.0,False,R,18-Jan-02,88 min,21-May-02,"1,796",3.0,46.0,24159.0,3.0,4.4/10,0%,9/100,0,0,0,Low
My Date with Drew ,USA,Documentary,English,,False,PG,30-Sep-05,90 min,03-Jan-06,"4,399",4.0,26.0,16017.0,4.0,6.5/10,71%,51/100,0,11,0,Low
"Intruder, The ",France,Drama,"French, English, Korean, Russian, Polynesian",3.0,True,,04-May-05,130 min,25-Apr-06,"1,411",,,,,7.0/10,86%,85/100,0,0,4,Low
Blue Caprice ,USA,"Biography, Crime, Drama",English,3.0,True,R,18-May-15,93 min,14-Jan-14,"5,226",237.0,1161.0,550196.0,76.0,6.0/10,83%,76/100,0,1,11,Low
Deep Sea 3D ,"Canada, USA","Documentary, Short",English,,False,G,03-Mar-06,41 min,27-Mar-07,"1,582",48.0,259.0,805359.0,80.0,7.6/10,91%,78/100,0,2,0,High
Rise of the Planet of the Apes ,"USA, UK, Canada","Action, Drama, Sci-Fi, Thriller","English, Sign Languages",2.0,False,PG-13,05-Aug-11,105 min,13-Dec-11,"4,73,672",3378.0,8527.0,10640421.0,783.0,7.6/10,82%,68/100,1,21,42,High
War Horse ,"USA, India","Drama, History, War","English, German",4.0,True,PG-13,25-Dec-11,146 min,03-Apr-12,"1,36,664",,,,,7.2/10,76%,72/100,1,15,70,High
J. Edgar ,USA,"Biography, Crime, Drama, History, Romance",English,1.0,False,R,11-Nov-11,137 min,21-Feb-12,"1,16,052",621.0,1393.0,1073386.0,75.0,6.6/10,42%,59/100,1,5,16,High
Born into Brothels ,USA,Documentary,"Bengali, English",2.0,False,R,11-Mar-05,85 min,20-Sep-05,"14,809",3.0,49.0,24303.0,1.0,7.3/10,95%,78/100,1,20,5,Low
Silent Night ,"Canada, USA","Comedy, Horror, Mystery, Thriller",English,1.0,True,R,04-Dec-12,94 min,04-Dec-12,"6,913",821.0,3604.0,1241159.0,472.0,5.2/10,64%,53/100,0,0,0,Low
"Raven, The ","USA, Spain, Hungary, Serbia","Crime, Mystery, Thriller",English,2.0,False,R,27-Apr-12,110 min,09-Oct-12,"79,503",0.0,10.0,25934.0,0.0,6.4/10,22%,44/100,0,0,5,High
Mean Creek ,USA,"Crime, Drama",English,1.0,False,R,29-Sep-04,90 min,25-Jan-05,"29,250",256.0,1223.0,275232.0,30.0,7.2/10,89%,74/100,0,4,6,Low
Pirates of the Caribbean: Dead Man's Chest ,USA,"Action, Adventure, Fantasy","English, Turkish, Greek, Mandarin, French",6.0,True,PG-13,07-Jul-06,151 min,05-Dec-06,"6,13,819",,,765583.0,,7.3/10,53%,53/100,1,42,53,High
"Science of Sleep, The ","France, Italy","Comedy, Drama, Fantasy, Romance","French, English, Spanish",1.0,False,R,29-Sep-06,105 min,05-Feb-07,"65,617",,,,,7.3/10,70%,70/100,0,7,7,Low
"Drop, The ",USA,"Crime, Drama","English, Russian",2.0,True,R,12-Sep-14,106 min,20-Jan-15,"1,32,143",816.0,4454.0,4538242.0,284.0,7.1/10,89%,69/100,0,4,5,High
"Good Woman, A ","UK, Italy, Spain, Luxembourg, USA","Drama, Comedy, Romance","English, Italian",2.0,True,PG,13-May-05,93 min,13-Jun-06,"10,859",16.0,331.0,200037.0,20.0,6.5/10,38%,53/100,0,0,0,Low
"Core, The ","USA, Germany, Canada, UK","Action, Adventure, Sci-Fi, Thriller",English,2.0,False,PG-13,28-Mar-03,135 min,09-Sep-03,"85,959",577.0,1065.0,1317600.0,120.0,5.5/10,40%,48/100,0,0,0,High
Dope ,USA,"Comedy, Crime, Drama","English, Spanish",1.0,False,R,19-Jun-15,103 min,13-Oct-15,"76,384",366.0,4184.0,1123204.0,854.0,7.2/10,88%,72/100,0,6,23,High
That's My Boy ,USA,Comedy,English,1.0,False,R,15-Jun-12,116 min,16-Oct-12,"83,131",109.0,781.0,428868.0,124.0,5.6/10,20%,31/100,0,5,10,High
"Perfect Host, The ",USA,"Comedy, Crime, Thriller",English,2.0,False,R,07-May-11,93 min,30-Aug-11,"23,372",,,,,6.8/10,45%,48/100,0,2,0,Low
Ocean's Eleven ,USA,"Crime, Thriller","English, Italian, Cantonese",5.0,True,PG-13,07-Dec-01,116 min,07-May-02,"4,74,813",83.0,973.0,792601.0,67.0,7.8/10,82%,74/100,0,4,20,High
It Runs in the Family ,USA,"Comedy, Drama, Romance","English, Hebrew, Spanish",1.0,False,PG-13,25-Apr-03,109 min,21-Oct-03,"4,422",,,,,5.6/10,29%,44/100,0,0,0,High
Under the Tuscan Sun ,"USA, Italy","Comedy, Drama, Romance","English, Italian, Polish, French, Spanish, German",3.0,True,PG-13,26-Sep-03,113 min,03-Feb-04,"43,239",2.0,20.0,29304.0,2.0,6.8/10,61%,52/100,1,0,4,High
Wendy and Lucy ,USA,Drama,English,3.0,True,R,06-Mar-09,80 min,05-May-09,"14,607",38.0,291.0,117437.0,12.0,7.1/10,85%,80/100,0,9,16,Low
Thirteen ,"USA, UK",Drama,"English, Spanish, Portuguese",2.0,False,R,19-Sep-03,100 min,27-Jan-04,"75,724",1449.0,3695.0,2274514.0,271.0,6.8/10,81%,70/100,1,14,48,Low
Post Grad ,USA,"Comedy, Romance",English,1.0,False,PG-13,21-Aug-09,88 min,12-Jan-10,"13,165",76.0,188.0,244679.0,22.0,5.3/10,8%,35/100,0,0,0,High
I Am Love ,Italy,"Drama, Romance","Italian, Russian, English",5.0,True,R,23-Jul-10,120 min,12-Oct-10,"18,448",,,,,7.1/10,82%,79/100,1,16,40,Low
Frozen ,USA,"Adventure, Drama, Sport, Thriller",English,1.0,False,R,25-Mar-10,93 min,28-Sep-10,"61,887",193.0,364.0,372815.0,40.0,6.2/10,63%,43/100,0,2,5,Low
Mysteries of Lisbon ,"Portugal, France","Drama, Mystery, Romance","Portuguese, French, English, Italian",2.0,True,Not Rated,20-Oct-10,272 min,17-Jan-12,"2,927",32.0,167.0,122287.0,12.0,7.5/10,85%,82/100,0,20,30,Low
Atlas Shrugged: Part II ,USA,"Drama, Mystery, Sci-Fi",English,4.0,True,PG-13,12-Oct-12,111 min,19-Feb-13,"6,389",1524.0,2682.0,1516242.0,475.0,5.4/10,4%,26/100,0,0,3,Low
Salaam Namaste ,India,"Comedy, Drama, Romance","Hindi, English",3.0,True,Not Rated,09-Sep-05,158 min,20-Dec-05,"6,037",65.0,1528.0,52975.0,457.0,6.2/10,83%,0,0,1,7,Low
Tristan & Isolde ,"USA, UK, Germany, Czech Republic","Action, Drama, Romance, War",English,1.0,False,PG-13,13-Jan-06,125 min,25-Apr-06,"48,718",200.0,1675.0,755179.0,60.0,6.8/10,31%,49/100,0,0,0,High
Nobody Walks ,USA,Drama,"English, Italian",2.0,False,R,06-Sep-12,83 min,22-Jan-13,"4,587",239.0,2890.0,1567802.0,167.0,5.3/10,40%,51/100,0,0,4,Low
Come Early Morning ,USA,"Drama, Romance",English,1.0,False,R,31-Aug-07,97 min,20-Mar-07,"2,470",11.0,160.0,79477.0,2.0,6.2/10,83%,64/100,0,2,1,Low
Howl ,USA,"Biography, Drama, Romance",English,3.0,False,R,27-Aug-10,84 min,04-Jan-11,"12,078",222.0,1611.0,796120.0,67.0,6.7/10,62%,63/100,0,2,7,Low
Weekend ,UK,"Drama, Romance",English,1.0,False,Not Rated,04-Nov-11,97 min,21-Aug-12,"25,240",8.0,88.0,16262.0,0.0,7.6/10,95%,81/100,0,22,21,Low
Boogeyman ,"USA, New Zealand, Germany","Drama, Horror, Mystery, Thriller",English,4.0,True,PG-13,04-Feb-05,89 min,31-May-05,"28,503",,,,,4.2/10,13%,32/100,0,0,0,High
Primeval ,USA,"Action, Adventure, Crime, Drama, Horror, Sci-Fi, Thriller","English, Swahili, Kirundi, French",2.0,False,R,12-Jan-07,93 min,12-Jun-07,"12,135",26.0,1486.0,1878097.0,626.0,4.8/10,18%,35/100,0,0,0,High
Annapolis ,USA,"Drama, Romance, Sport",English,1.0,False,PG-13,27-Jan-06,108 min,27-Jun-06,"19,465",,,,,5.8/10,10%,37/100,0,0,0,High
Get Over It ,USA,"Comedy, Romance",English,1.0,False,PG-13,09-Mar-01,87 min,14-Aug-01,"16,953",14.0,191.0,89700.0,10.0,5.8/10,44%,52/100,0,0,4,High
"Uninvited, The ","USA, Canada, Germany","Drama, Horror, Mystery, Thriller",English,5.0,True,PG-13,30-Jan-09,87 min,28-Apr-09,"71,581",19.0,103.0,114684.0,10.0,6.4/10,31%,43/100,0,0,2,High
Fireproof ,USA,"Drama, Romance",English,2.0,True,PG,26-Sep-08,122 min,27-Jan-09,"19,694",,59.0,38537.0,4.0,6.6/10,40%,28/100,0,0,0,High
Valentine ,USA,"Horror, Mystery, Thriller",English,5.0,True,R,02-Feb-01,96 min,24-Jul-01,"23,357",124.0,390.0,241730.0,30.0,4.8/10,11%,18/100,0,1,0,High
How to Lose Friends & Alienate People ,UK,"Biography, Comedy, Drama, Romance",English,2.0,True,R,03-Oct-08,110 min,17-Feb-09,"65,541",20.0,132.0,103301.0,10.0,6.4/10,37%,35/100,0,0,0,Low
"Invention of Lying, The ",USA,"Comedy, Fantasy, Romance",English,2.0,False,PG-13,02-Oct-09,100 min,19-Jan-10,"1,07,515",18.0,560.0,127279.0,19.0,6.4/10,56%,58/100,0,0,1,High
Daybreakers ,"Australia, USA","Action, Fantasy, Horror, Sci-Fi, Thriller",English,2.0,False,R,08-Jan-10,98 min,11-May-10,"1,16,779",51.0,388.0,473380.0,21.0,6.5/10,67%,57/100,0,3,6,High
America: Imagine the World Without Her ,USA,Documentary,English,3.0,False,PG-13,02-Jul-14,105 min,28-Oct-14,"6,320",889.0,817.0,235064.0,331.0,5.5/10,8%,15/100,0,0,1,High
Alps ,"Greece, USA, France, Canada",Drama,"Greek, English",2.0,True,Not Rated,27-Oct-11,93 min,04-Dec-12,"8,535",20.0,111.0,61651.0,20.0,6.4/10,76%,69/100,0,5,5,Low
Europa Report ,USA,"Drama, Mystery, Sci-Fi, Thriller","English, Russian, Chinese",1.0,False,PG-13,27-Jun-13,90 min,08-Oct-13,"62,980",1489.0,4960.0,2911267.0,357.0,6.4/10,81%,68/100,0,1,2,Low
Redwood Highway ,USA,Drama,English,2.0,False,PG-13,05-Apr-13,90 min,10-Jun-14,405,4.0,26.0,13708.0,5.0,6.4/10,80%,0,0,0,0,Low
"Messengers, The ",USA,"Horror, Mystery, Thriller",English,2.0,True,PG-13,02-Feb-07,90 min,05-Jun-07,"36,464",271.0,795.0,701129.0,50.0,5.4/10,12%,34/100,0,1,2,High
Bringing Up Bobby ,"USA, Netherlands, UK",Comedy,English,3.0,True,PG-13,,93 min,19-Nov-12,"1,702",42.0,193.0,178736.0,19.0,5.2/10,17%,34/100,0,0,0,Low
Slackers ,"Canada, USA","Comedy, Romance",English,1.0,False,R,01-Feb-02,86 min,28-May-02,"13,252",23.0,246.0,150179.0,15.0,5.3/10,10%,12/100,0,0,0,Low
Downloaded ,USA,Documentary,English,1.0,False,Not Rated,01-Jul-13,106 min,,"2,568",105.0,619.0,101625.0,15.0,6.9/10,67%,56/100,0,0,1,Low
Slither ,"Canada, USA","Comedy, Horror, Sci-Fi",English,1.0,False,R,31-Mar-06,95 min,24-Oct-06,"69,756",20.0,229.0,201598.0,26.0,6.5/10,86%,69/100,0,2,5,High
Bait ,"Australia, Singapore, China","Action, Adventure, Drama, Horror, Thriller",English,6.0,False,R,20-Sep-12,93 min,18-Sep-12,"14,506",22.0,159.0,154204.0,16.0,5.2/10,47%,0,0,0,0,Low
Mugabe and the White African ,UK,Documentary,"English, Shona",,False,,07-Aug-09,90 min,14-Dec-10,860,481.0,213.0,83387.0,18.0,7.8/10,97%,77/100,1,2,6,Low
Evelyn ,"USA, Germany, Ireland, UK, Netherlands",Drama,English,1.0,False,PG,25-Dec-02,94 min,15-Apr-03,"5,955",11.0,118.0,59134.0,6.0,7.0/10,64%,55/100,0,2,7,Low
Albert Nobbs ,"UK, Ireland, France, USA","Drama, Romance",English,5.0,True,R,22-Feb-12,113 min,15-May-12,"22,099",0.0,4.0,2381.0,0.0,6.7/10,56%,57/100,1,19,39,Low
Laurel Canyon ,USA,Drama,English,1.0,False,R,28-Mar-03,103 min,15-Jul-03,"15,260",0.0,,126375.0,,6.4/10,68%,61/100,0,2,6,Low
Cedar Rapids ,USA,Comedy,English,1.0,False,R,18-Mar-11,87 min,21-Jun-11,"34,784",,,,,6.3/10,86%,70/100,0,1,4,High
Grandma's Boy ,USA,Comedy,English,3.0,False,R,06-Jan-06,94 min,09-May-06,"73,730",30.0,163.0,170956.0,19.0,7.0/10,16%,33/100,0,0,1,High
Antichrist ,"Denmark, Germany, France, Sweden, Italy, Poland","Drama, Horror",English,1.0,False,Not Rated,20-May-09,108 min,01-Mar-10,"1,06,115",3.0,24.0,72148.0,5.0,6.6/10,52%,49/100,0,21,30,Low
Prom Night ,"USA, Canada","Horror, Mystery","English, Italian",1.0,False,PG-13,11-Apr-08,88 min,19-Aug-08,"31,598",562.0,1078.0,1414458.0,225.0,3.9/10,8%,17/100,0,1,3,High
Drive ,USA,"Crime, Drama","English, Spanish",2.0,True,R,16-Sep-11,100 min,31-Jan-12,"5,22,683",15.0,41.0,60473.0,6.0,7.8/10,92%,78/100,1,77,170,High
I Am Legend ,USA,"Drama, Sci-Fi, Thriller",English,5.0,True,PG-13,14-Dec-07,101 min,18-Mar-08,"6,31,432",580.0,6174.0,1467915.0,165.0,7.2/10,69%,65/100,0,9,22,High
Super ,USA,"Action, Comedy, Drama",English,1.0,False,R,10-Jun-11,96 min,09-Aug-11,"70,678",,,,,6.8/10,49%,50/100,0,1,0,Low
To the Arctic ,USA,Documentary,English,1.0,False,G,20-Apr-12,40 min,26-Mar-13,"1,002",166.0,1048.0,383518.0,44.0,6.6/10,64%,48/100,0,1,1,High
X Games 3D: The Movie ,USA,"Documentary, Sport",English,2.0,False,PG,21-Aug-09,92 min,12-Jan-10,284,169.0,2977.0,698174.0,72.0,6.4/10,38%,43/100,0,0,0,Low
Veer Zaara ,India,"Drama, Family, Musical, Romance","Hindi, Urdu, Punjabi",3.0,True,Not Rated,12-Nov-04,192 min,26-Feb-05,"44,820",,,,,7.9/10,92%,67/100,0,21,29,Low
"Assassination of Jesse James by the Coward Robert Ford, The ","USA, Canada, UK","Biography, Crime, Drama, History, Western","English, Danish",2.0,True,R,19-Oct-07,160 min,05-Feb-08,"1,56,240",15.0,73.0,37100.0,0.0,7.5/10,76%,68/100,1,25,65,Low
Child's Pose ,Romania,Drama,Romanian,2.0,True,Not Rated,08-Mar-13,112 min,26-May-14,"7,184",,462.0,243734.0,38.0,7.4/10,92%,77/100,0,13,6,Low
"Big Picture, The ",France,"Drama, Thriller","French, Serbian, English",8.0,True,Not Rated,12-Oct-12,114 min,19-Mar-13,"3,203",22.0,55.0,113043.0,13.0,6.7/10,86%,71/100,0,0,2,Low
Aftershock ,"USA, Chile","Action, Adventure, Horror, Thriller","Spanish, English",5.0,True,R,12-Jun-14,89 min,06-Aug-13,"10,418",588.0,1290.0,593073.0,587.0,4.8/10,37%,39/100,0,0,3,Low
"Divo, Il ","Italy, France","Biography, Drama","Italian, English",1.0,False,Not Rated,28-May-08,110 min,27-Oct-09,"14,364",32.0,301.0,189854.0,16.0,7.3/10,92%,81/100,1,30,36,Low
Trance ,"UK, USA, France","Crime, Drama, Mystery, Thriller","English, French",3.0,True,R,27-Mar-13,101 min,23-Jul-13,"1,04,723",26.0,239.0,129406.0,9.0,6.9/10,68%,61/100,0,3,3,Low
"History Boys, The ",UK,"Comedy, Drama, Romance",English,2.0,True,R,22-Dec-06,109 min,17-Apr-07,"19,477",,,,,6.9/10,66%,74/100,1,2,12,Low
"Social Network, The ",USA,"Biography, Drama","English, French",2.0,True,PG-13,01-Oct-10,120 min,11-Jan-11,"5,69,263",284.0,3414.0,1174006.0,123.0,7.7/10,95%,95/100,1,165,168,High
"Bulli: Cooking in Progress, El ",Germany,Documentary,"Catalan, French, Spanish, English",2.0,False,UNRATED,15-Sep-11,108 min,27-Mar-12,"1,000",29.0,552.0,286742.0,20.0,6.4/10,59%,61/100,0,0,0,Low
Let the Bullets Fly ,"China, Hong Kong","Action, Comedy, Western",Mandarin,7.0,True,Not Rated,16-Dec-10,132 min,24-Apr-12,"8,195",0.0,3.0,14951.0,2.0,7.4/10,71%,66/100,0,18,34,Low
No ,"Chile, France, Mexico, USA",Drama,Spanish,2.0,True,R,09-Aug-12,118 min,25-Jun-13,"21,344",109.0,1067.0,393925.0,45.0,7.4/10,94%,81/100,1,13,15,Low
Surviving Progress ,Canada,Documentary,"English, Mandarin, Portuguese, French",2.0,False,Not Rated,23-Mar-13,86 min,25-Sep-12,"1,708",13.0,213.0,47071.0,4.0,7.5/10,72%,59/100,0,0,1,Low
"Wackness, The ","UK, USA","Comedy, Drama, Romance",English,1.0,False,R,01-Aug-08,99 min,06-Jan-09,"29,103",,,,,7.0/10,70%,61/100,0,4,4,Low
"Last Exorcism Part II, The ","France, USA","Drama, Horror, Thriller",English,5.0,True,PG-13,01-Mar-13,88 min,18-Jun-13,"15,105",489.0,1311.0,1388157.0,198.0,4.0/10,15%,35/100,0,1,2,High
Swept Away ,"UK, Italy","Comedy, Romance","English, Greek, Italian",1.0,True,R,11-Oct-02,89 min,11-Feb-03,"14,560",16.0,520.0,519666.0,108.0,3.6/10,5%,18/100,0,8,8,Low
Illegal Tender ,USA,"Crime, Drama, Thriller",English,1.0,False,R,24-Aug-07,108 min,18-Dec-07,"2,406",58.0,491.0,179598.0,16.0,5.6/10,15%,40/100,0,0,3,Low
Shoot 'Em Up ,USA,"Action, Comedy, Crime, Thriller","English, Italian",1.0,False,R,07-Sep-07,86 min,01-Jan-08,"1,39,770",890.0,3258.0,2963970.0,256.0,6.7/10,67%,49/100,0,0,3,High
Bullet to the Head ,USA,"Action, Crime, Thriller",English,3.0,True,R,01-Feb-13,92 min,16-Jul-13,"44,741",4.0,25.0,13398.0,7.0,5.7/10,46%,48/100,0,0,1,High
It's a Disaster ,USA,"Comedy, Drama",English,1.0,False,R,07-Jun-13,88 min,04-Jun-13,"9,546",168.0,802.0,456974.0,117.0,6.4/10,79%,57/100,0,3,0,Low
Breakfast on Pluto ,"Ireland, UK","Comedy, Drama","English, Irish",3.0,True,R,06-Jan-06,128 min,18-Apr-06,"19,624",9.0,23.0,5970.0,1.0,7.3/10,56%,59/100,1,6,16,Low
Fish Tank ,"Netherlands, UK",Drama,English,1.0,False,Not Rated,11-Sep-09,123 min,22-Mar-10,"54,779",1.0,70.0,31282.0,8.0,7.3/10,91%,81/100,0,20,28,Low
"Imaginarium of Doctor Parnassus, The ","UK, Canada, France","Adventure, Comedy, Fantasy, Mystery","English, Russian, French",2.0,False,PG-13,08-Jan-10,123 min,27-Apr-10,"1,38,518",,49.0,41166.0,2.0,6.8/10,64%,65/100,1,5,21,High
"Happy, Happy ",Norway,"Comedy, Drama","Norwegian, Danish, German",3.0,True,R,16-Sep-11,85 min,24-Jan-12,"2,830",0.0,5.0,5222.0,0.0,6.5/10,85%,60/100,0,5,5,Low
"Fallen Idol, The ",UK,"Drama, Film-Noir, Mystery","English, French",4.0,True,NOT RATED,25-Oct-48,95 min,07-Nov-06,"6,306",2.0,37.0,12365.0,4.0,7.8/10,100%,88/100,1,7,5,Low
"Green Hornet, The ",USA,"Action, Comedy, Crime, Sci-Fi, Thriller","English, Mandarin",3.0,False,PG-13,14-Jan-11,119 min,03-May-11,"1,48,692",1405.0,3501.0,2489156.0,319.0,5.8/10,44%,39/100,0,4,7,High
Darkness ,"USA, Spain",Horror,English,3.0,False,PG-13,25-Dec-04,88 min,26-Apr-05,"18,099",206.0,881.0,757929.0,50.0,5.4/10,4%,15/100,0,2,3,High
Tyler Perry's A Madea Christmas ,USA,"Comedy, Drama, Romance",English,2.0,True,PG-13,13-Dec-13,100 min,25-Nov-14,"5,456",901.0,13626.0,2870538.0,907.0,4.9/10,20%,28/100,0,1,6,High
Cremaster 3 ,USA,"Drama, Fantasy","English, Irish, Hebrew",1.0,False,UNRATED,25-May-03,182 min,,"1,235",,,,,7.2/10,63%,67/100,0,0,0,Low
Max ,"Hungary, Canada, UK","Drama, War",English,1.0,False,R,20-Jun-03,106 min,20-May-03,"6,682",18.0,94.0,40519.0,7.0,6.6/10,69%,56/100,0,3,5,Low
City of Men ,Brazil,"Crime, Drama",Portuguese,5.0,True,R,31-Aug-07,106 min,01-Jul-08,"14,493",22.0,311.0,69471.0,10.0,7.2/10,75%,63/100,0,0,5,Low
